ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
tro-500434,A,Actinidiaceae,,Saurauia,,"polyneura",,"","C.F. Liang & Y.S. Wang",Accepted,,M,TRO,500434,905186-1,"Fl. Reipubl. Popularis Sin.","49(2): 298, 333 (addenda), pl. 86, f. 1-6","298","1984"
tro-50302772,A,Actinidiaceae,,Saurauia,,"polyneura",var.,"paucinervis","(C.F. Liang & Y.S. Wang) J.Q. Li & Soejarto",Accepted,,L,TRO,50302772,60446020-2,"Novon","16(3): 363","363","2006"
tro-500044,A,Actinidiaceae,,Saurauia,,"prainiana",,"","Buscal.",Accepted,,M,TRO,500044,228097-2,"Malpighia","25(1): 7","7","1912"
tro-50128682,A,Actinidiaceae,,Saurauia,,"pringlei",,"","Rose",Accepted,,M,TRO,50128682,228100-2,"Contr. U.S. Natl. Herb.","8: 52, pl. 12","52","1903"
tro-500046,A,Actinidiaceae,,Saurauia,,"pseudoleucocarpa",,"","Buscal.",Accepted,,M,TRO,500046,228105-2,"Malpighia","29: 342","342","1922"
tro-500049,A,Actinidiaceae,,Saurauia,,"pseudostrigillosa",,"","Buscal.",Accepted,,M,TRO,500049,228113-2,"Malpighia","25(1): 7","7","1912"
tro-500427,A,Actinidiaceae,,Saurauia,,"punduana",,"","Wall.",Accepted,,M,TRO,500427,829399-1,"Pl. Asiat. Rar.","2: 40","40","1830"
tro-500162,A,Actinidiaceae,,Saurauia,,"pustulata",,"","G.E. Hunter",Accepted,,M,TRO,500162,228116-2,"Ann. Missouri Bot. Gard.","53(1): 63, f. 2","63","1966"
kew-2594512,A,Actinidiaceae,,Saurauia,,"rubiformis",,"","Vatke",Accepted,,M,WCSP (in review),719262,829409-1,"Linnaea","40: 221","","1876"
tro-500426,A,Actinidiaceae,,Saurauia,,"rubricalyx",,"","C.F. Liang & Y.S. Wang",Accepted,,M,TRO,500426,905187-1,"Fl. Reipubl. Popularis Sin.","49(2): 294, 331-332 (addenda), pl. 84, f. 1","294","1984"
tro-500207,A,Actinidiaceae,,Saurauia,,"rubrisepala",,"","Soejarto",Accepted,,M,TRO,500207,228128-2,"Fl. Ecuador","17: 15","15","1982"
kew-2594469,A,Actinidiaceae,,Saurauia,,"scabra",,"","(Kunth) D.Dietr.",Accepted,,M,WCSP (in review),719218,1183910-2,"Syn. Pl.","3: 272","","1843"
kew-2594468,A,Actinidiaceae,,Saurauia,,"scabrida",,"","Hemsl.",Accepted,,M,WCSP (in review),719217,829417-1,"Diagn. Pl. Nov. Mexic.","1: 3","","1878"
tro-500058,A,Actinidiaceae,,Saurauia,,"schultzeorum",,"","Sleumer",Accepted,,M,TRO,500058,228140-2,"Notizbl. Bot. Gart. Berlin-Dahlem","15(3): 374","374","1941"
tro-500059,A,Actinidiaceae,,Saurauia,,"seibertii",,"","Standl.",Accepted,,M,TRO,500059,228141-2,"Ann. Missouri Bot. Gard.","26(4): 290","290","1939"
kew-2491041,A,Actinidiaceae,,Saurauia,,"selerorum",,"","Buscal.",Accepted,,M,WCSP (in review),618760,228142-2,"Malpighia","25: 8","","1912"
tro-500193,A,Actinidiaceae,,Saurauia,,"serrata",,"","DC.",Accepted,,M,TRO,500193,317945-2,"Mém. Soc. Phys. Genève","1: 420, t. 3","420","1822"
tro-50315489,A,Actinidiaceae,,Saurauia,,"sinohirsuta",,"","J.Q. Li & Soejarto",Accepted,,M,TRO,50315489,77088762-1,"Fl. China","12: 360","360","2007"
tro-500144,A,Actinidiaceae,,Saurauia,,"solitaria",,"","Sleumer",Accepted,,M,TRO,500144,228145-2,"Notizbl. Bot. Gart. Berlin-Dahlem","12: 147","147","1934"
tro-500185,A,Actinidiaceae,,Saurauia,,"spectabilis",,"","Hook.",Accepted,,M,TRO,500185,829425-1,"Bot. Mag.","69: pl. 3982","pl. 3982","1842"
tro-50118398,A,Actinidiaceae,,Saurauia,,"squamifructa",,"","G.E. Hunter",Accepted,,M,TRO,50118398,228151-2,"Ann. Missouri Bot. Gard.","53(1): 65-67, f. 3","65","1966"
tro-500216,A,Actinidiaceae,,Saurauia,,"striata",,"","Soejarto",Accepted,,M,TRO,500216,228154-2,"Fl. Ecuador","17: 29","29","1982"
tro-500064,A,Actinidiaceae,,Saurauia,,"strigillosa",,"","Triana & Planch.",Accepted,,M,TRO,500064,829430-1,"Ann. Sci. Nat., Bot., sér. 4","18: 266","266","1862"
tro-500211,A,Actinidiaceae,,Saurauia,,"tambensis",,"","Killip",Accepted,,M,TRO,500211,228158-2,"J. Wash. Acad. Sci.","16: 571","571","1926"
tro-500428,A,Actinidiaceae,,Saurauia,,"thyrsiflora",,"","C.F. Liang & Y.S. Wang",Accepted,,M,TRO,500428,905188-1,"Fl. Reipubl. Popularis Sin.","49(2): 294, 332 (addenda), pl. 85, f. 1-5","294","1984"
kew-2594473,A,Actinidiaceae,,Saurauia,,"tomentosa",,"","(Kunth) Spreng.",Accepted,,M,WCSP (in review),719222,829436-1,"Syst. Veg.","4(2): 211","","1827"
tro-500202,A,Actinidiaceae,,Saurauia,,"tomentosa",var.,"sprucei","(Sprague) Soejarto",Accepted,,L,TRO,500202,228160-2,"Fl. Ecuador","17: 26","26","1982"
tro-500195,A,Actinidiaceae,,Saurauia,,"tomentosa",var.,"tomentosa","",Accepted,,L,TRO,500195,,"","","",""
tro-500429,A,Actinidiaceae,,Saurauia,,"tristyla",,"","DC.",Accepted,,M,TRO,500429,829438-1,"Mém. Soc. Phys. Genève","1: 423, pl. 7","423","1822"
tro-500066,A,Actinidiaceae,,Saurauia,,"ursina",,"","Triana & Planch.",Accepted,,M,TRO,500066,829440-1,"Ann. Sci. Nat., Bot., sér. 4","18: 265","265","1862"
tro-500152,A,Actinidiaceae,,Saurauia,,"villosa",,"","DC.",Accepted,,M,TRO,500152,829442-1,"Mém. Soc. Phys. Genève","1: 420, t. 2","420","1822"
kew-2491086,A,Actinidiaceae,,Saurauia,,"waldheimia",,"","Buscal.",Accepted,,M,WCSP (in review),618805,228170-2,"Malpighia","25: 12","","1912"
kew-2491123,A,Actinidiaceae,,Saurauia,,"yasicae",,"","Loes.",Accepted,,M,WCSP (in review),618841,228173-2,"Bot. Jahrb. Syst.","23: 116","","1896"
tro-500437,A,Actinidiaceae,,Saurauia,,"yunnanensis",,"","C.F. Liang & Y.S. Wang",Accepted,,M,TRO,500437,905189-1,"Fl. Reipubl. Popularis Sin.","49(2): 301, 334 (addenda), pl. 87, f. 1-4","301","1984"
