ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-2620651,A,Actinidiaceae,,Actinidia,,"chinensis",var.,"setosa","H.L.Li",Accepted,,L,WCSP (in review),744519,,"J. Arnold Arbor.","33: 56","","1952"
kew-2620652,A,Actinidiaceae,,Actinidia,,"chrysantha",,"","C.F.Liang",Accepted,,M,WCSP (in review),744520,903434-1,"in Fl. Reipubl. Popul. Sin.","49(2): 318","","1984"
kew-2620659,A,Actinidiaceae,,Actinidia,,"cylindrica",,"","C.F.Liang",Accepted,,M,WCSP (in review),744527,903436-1,"in Fl. Reipubl. Popul. Sin.","49(2): 315","","1984"
kew-2620664,A,Actinidiaceae,,Actinidia,,"deliciosa",,"","(A.Chev.) C.F.Liang & A.R.Ferguson",Accepted,,M,WCSP (in review),744532,913605-1,"Guihaia","4: 181","","1984"
kew-2620670,A,Actinidiaceae,,Actinidia,,"eriantha",,"","Benth.",Accepted,,M,WCSP (in review),744538,828399-1,"J. Proc. Linn. Soc., Bot.","5: 55","","1861"
kew-2620675,A,Actinidiaceae,,Actinidia,,"fanjingshanensis",,"","S.D.Shi & Q.B.Wang",Accepted,,M,WCSP (in review),744543,982181-1,"Acta Bot. Yunnan.","16: 345","","1994"
kew-2620676,A,Actinidiaceae,,Actinidia,,"farinosa",,"","C.F.Liang",Accepted,,M,WCSP (in review),744544,903437-1,"in Fl. Reipubl. Popul. Sin.","49(2): 319","","1984"
kew-2620677,A,Actinidiaceae,,Actinidia,,"fasciculoides",,"","C.F.Liang",Accepted,,M,WCSP (in review),744545,903438-1,"in Fl. Reipubl. Popul. Sin.","49(2): 312","","1984"
kew-2620681,A,Actinidiaceae,,Actinidia,,"fortunatii",,"","Finet & Gagnep.",Accepted,,M,WCSP (in review),744549,316466-1,"Bull. Soc. Bot. France","53: 574","","1906"
kew-2620682,A,Actinidiaceae,,Actinidia,,"fulvicoma",,"","Hance",Accepted,,M,WCSP (in review),744550,828400-1,"J. Bot.","23: 321","","1885"
kew-2603416,A,Actinidiaceae,,Actinidia,,"fulvicoma",var.,"cinerascens","(C.F.Liang) J.Q.Li & Soejarto",Accepted,,L,WCSP (in review),728100,60446019-2,"Novon","16: 362","","2006"
kew-2620684,A,Actinidiaceae,,Actinidia,,"fulvicoma",var.,"hirsuta","Finet & Gagnep.",Accepted,,L,WCSP (in review),744552,,"Bull. Soc. Bot. France","52(4): 18","","1907"
kew-2620687,A,Actinidiaceae,,Actinidia,,"fulvicoma",var.,"pachyphylla","(Dunn) H.L.Li",Accepted,,L,WCSP (in review),744555,,"J. Arnold Arbor.","33: 57","","1952"
kew-2620690,A,Actinidiaceae,,Actinidia,,"glabra",,"","H.L.Li",Accepted,,M,WCSP (in review),744558,56885-1,"J. Arnold Arbor.","33: 44","","1952"
kew-2620691,A,Actinidiaceae,,Actinidia,,"glaucocallosa",,"","C.Y.Wu",Accepted,,M,WCSP (in review),744559,56886-1,"in Fl. Yunnanica","1: 68","","1977"
kew-2620696,A,Actinidiaceae,,Actinidia,,"globosa",,"","C.F.Liang",Accepted,,M,WCSP (in review),744564,903439-1,"in Fl. Reipubl. Popul. Sin.","49(2): 309","","1984"
kew-2620698,A,Actinidiaceae,,Actinidia,,"gracilis",,"","C.F.Liang",Accepted,,M,WCSP (in review),744566,903440-1,"in Fl. Reipubl. Popul. Sin.","49(2): 316","","1984"
kew-2620699,A,Actinidiaceae,,Actinidia,,"grandiflora",,"","C.F.Liang",Accepted,,M,WCSP (in review),744567,903441-1,"in Fl. Reipubl. Popul. Sin.","49(2): 323","","1984"
kew-2620701,A,Actinidiaceae,,Actinidia,,"hemsleyana",,"","Dunn",Accepted,,M,WCSP (in review),744569,316468-1,"J. Linn. Soc., Bot.","38: 355","","1908"
kew-2620702,A,Actinidiaceae,,Actinidia,,"hemsleyana",var.,"kengiana","(Metcalf) C.F.Liang",Accepted,,L,WCSP (in review),744570,922898-1,"in Fl. Reipubl. Popul. Sin.","49(2): 249","","1984"
kew-2620703,A,Actinidiaceae,,Actinidia,,"henanensis",,"","C.F.Liang",Accepted,,M,WCSP (in review),744571,899087-1,"Guihaia","2: 1","","1982"
kew-2620704,A,Actinidiaceae,,Actinidia,,"henryi",,"","Dunn",Accepted,,M,WCSP (in review),744572,316469-1,"Bull. Misc. Inform. Kew","1916: 1","","1916"
kew-2620707,A,Actinidiaceae,,Actinidia,,"holotricha",,"","Finet & Gagnep.",Accepted,,M,WCSP (in review),744575,316470-1,"Bull. Soc. Bot. France","52(4): 18","","1905"
kew-2620708,A,Actinidiaceae,,Actinidia,,"hubeiensis",,"","H.M.Sun & R.H.Huang",Accepted,,M,WCSP (in review),744576,980124-1,"J. Wuhan Bot. Res.","12: 321","","1994"
kew-2620709,A,Actinidiaceae,,Actinidia,,"hypoglauca",,"","C.Pei & Y.W.Law",Accepted,,M,WCSP (in review),744577,56888-1,"Bot. Bull. Acad. Sin.","2: 27","","1948"
kew-2620711,A,Actinidiaceae,,Actinidia,,"indochinensis",,"","Merr.",Accepted,,M,WCSP (in review),744579,56889-1,"J. Arnold Arbor.","19: 53","","1938"
tro-50315411,A,Actinidiaceae,,Actinidia,,"indochinensis",var.,"indochinensis","",Accepted,,L,TRO,50315411,,"","","",""
kew-2620716,A,Actinidiaceae,,Actinidia,,"jiankouensis",,"","S.D.Shi & Z.S.Zhang",Accepted,,M,WCSP (in review),744584,982182-1,"Acta Bot. Yunnan.","16: 345","","1994"
kew-2620717,A,Actinidiaceae,,Actinidia,,"jijiangensis",,"","C.F.Liang & Y.X.Lu",Accepted,,M,WCSP (in review),744585,,"Guihaia","9: 21","","1989"
kew-2620720,A,Actinidiaceae,,Actinidia,,"kolomikta",,"","(Rupr. & Maxim.) Maxim.",Accepted,,M,WCSP (in review),744588,,"Mém. Acad. Imp. Sci. St.-Pétersbourg, Divers Savans","9: 63","","1859"
kew-2620723,A,Actinidiaceae,,Actinidia,,"kungshanensis",,"","C.Y.Wu & S.K.Chen",Accepted,,M,WCSP (in review),744591,56893-1,"in Fl. Yunnanica","1: 71","","1977"
kew-2620725,A,Actinidiaceae,,Actinidia,,"laevissima",,"","C.F.Liang",Accepted,,M,WCSP (in review),744593,903442-1,"in Fl. Reipubl. Popul. Sin.","49(2): 317","","1984"
kew-2620728,A,Actinidiaceae,,Actinidia,,"lanceolata",,"","Dunn",Accepted,,M,WCSP (in review),744596,316473-1,"J. Linn. Soc., Bot.","38: 356","","1908"
kew-2620729,A,Actinidiaceae,,Actinidia,,"latifolia",,"","(Gardner & Champ.) Merr.",Accepted,,M,WCSP (in review),744597,316474-1,"J. Straits Branch Roy. Asiat. Soc.","86: 330","","1922"
tro-500275,A,Actinidiaceae,,Actinidia,,"latifolia",var.,"latifolia","",Accepted,,L,TRO,500275,,"","","",""
kew-2620732,A,Actinidiaceae,,Actinidia,,"latifolia",var.,"mollis","(Dunn) Hand.-Mazz.",Accepted,,L,WCSP (in review),744600,,"Symb. Sin.","7: 391","","1931"
kew-2620734,A,Actinidiaceae,,Actinidia,,"leptophylla",,"","C.Y.Wu",Accepted,,M,WCSP (in review),744602,56897-1,"in Fl. Yunnanica","1: 63","","1977"
kew-2620735,A,Actinidiaceae,,Actinidia,,"liangguangensis",,"","C.F.Liang",Accepted,,M,WCSP (in review),744603,903443-1,"in Fl. Reipubl. Popul. Sin.","49(2): 322","","1984"
kew-2620737,A,Actinidiaceae,,Actinidia,,"lijiangensis",,"","C.F.Liang & Y.X.Lu",Accepted,,M,WCSP (in review),744605,937106-1,"Guihaia","9: 21","","1989"
kew-2620738,A,Actinidiaceae,,Actinidia,,"linguiensis",,"","R.G.Li & X.G.Wang",Accepted,,M,WCSP (in review),744606,70027859-1,"Guihaia","23: 200","","2003"
kew-2620739,A,Actinidiaceae,,Actinidia,,"longicarpa",,"","R.G.Li & M.Y.Liang",Accepted,,M,WCSP (in review),744607,70027857-1,"Guihaia","23: 198","","2003"
kew-2620742,A,Actinidiaceae,,Actinidia,,"macrosperma",,"","C.F.Liang",Accepted,,M,WCSP (in review),744610,903444-1,"in Fl. Reipubl. Popul. Sin.","49(2): 311","","1984"
kew-2620744,A,Actinidiaceae,,Actinidia,,"maloides",,"","H.L.Li",Accepted,,M,WCSP (in review),744612,56900-1,"J. Arnold Arbor.","33: 25","","1952"
kew-2620747,A,Actinidiaceae,,Actinidia,,"melanandra",,"","Franch.",Accepted,,M,WCSP (in review),744615,828403-1,"J. Bot. (Morot)","8: 278","","1894"
kew-2620753,A,Actinidiaceae,,Actinidia,,"melliana",,"","Hand.-Mazz.",Accepted,,M,WCSP (in review),744621,316475-1,"Anz. Akad. Wiss. Wien, Math.-Naturwiss. Kl.","59: 57","","1922"
kew-2620755,A,Actinidiaceae,,Actinidia,,"obovata",,"","Chun ex C.F.Liang",Accepted,,M,WCSP (in review),744623,903445-1,"in Fl. Reipubl. Popul. Sin.","49(2): 323","","1984"
kew-2620757,A,Actinidiaceae,,Actinidia,,"pentapetala",,"","R.G.Li & J.W.Li",Accepted,,M,WCSP (in review),744625,70027853-1,"Guihaia","23: 194","","2003"
kew-2620758,A,Actinidiaceae,,Actinidia,,"persicina",,"","R.G.Li & L.Mo",Accepted,,M,WCSP (in review),744626,70027856-1,"Guihaia","23: 197","","2003"
kew-2620759,A,Actinidiaceae,,Actinidia,,"petelotii",,"","Diels",Accepted,,M,WCSP (in review),744627,56902-1,"Notizbl. Bot. Gart. Berlin-Dahlem","11: 213","","1931"
kew-2620760,A,Actinidiaceae,,Actinidia,,"pilosula",,"","(Finet & Gagnep.) Stapf ex Hand.Mazz.",Accepted,,M,WCSP (in review),744628,,"Symb. Sin.","7: 390","","1931"
kew-2620762,A,Actinidiaceae,,Actinidia,,"polygama",,"","(Siebold & Zucc.) Maxim.",Accepted,,L,WCSP (in review),744630,,"Mém. Acad. Imp. Sci. St.-Pétersbourg, Divers Savans","9: 64","","1859"
kew-2620770,A,Actinidiaceae,,Actinidia,,"rongshuiensis",,"","R.G.Li & X.G.Wang",Accepted,,M,WCSP (in review),744638,70027855-1,"Guihaia","23: 196","","2003"
kew-2620772,A,Actinidiaceae,,Actinidia,,"rubricaulis",,"","Dunn",Accepted,,M,WCSP (in review),744640,316481-1,"Bull. Misc. Inform. Kew","1906: 2","","1906"
kew-2620774,A,Actinidiaceae,,Actinidia,,"rubus",,"","H.Lév.",Accepted,,M,WCSP (in review),744642,316482-1,"Repert. Spec. Nov. Regni Veg.","12: 282","","1913"
kew-2620775,A,Actinidiaceae,,Actinidia,,"rudis",,"","Dunn",Accepted,,M,WCSP (in review),744643,316483-1,"J. Linn. Soc., Bot.","39: 408","","1911"
kew-2620777,A,Actinidiaceae,,Actinidia,,"rufa",,"","(Siebold & Zucc.) Planch. ex Miq.",Accepted,,M,WCSP (in review),744645,,"Ann. Mus. Bot. Lugduno-Batavi","3: 15","","1876"
kew-2620784,A,Actinidiaceae,,Actinidia,,"rufotricha",,"","C.Y.Wu",Accepted,,M,WCSP (in review),744652,56905-1,"in Fl. Yunnanica","1: 73","","1977"
kew-2620786,A,Actinidiaceae,,Actinidia,,"scabiifolia",,"","Dunn",Accepted,,M,WCSP (in review),744654,,"J. Linn. Soc., Bot.","38: 357","","1908"
kew-2620788,A,Actinidiaceae,,Actinidia,,"sorbifolia",,"","C.F.Liang",Accepted,,M,WCSP (in review),744656,903446-1,"in Fl. Reipubl. Popul. Sin.","49(2): 324","","1984"
kew-2620789,A,Actinidiaceae,,Actinidia,,"stellatopilosa",,"","C.Y.Chang",Accepted,,M,WCSP (in review),744657,896328-1,"Bull. Bot. Lab. N. E. Forest. Inst., Harbin","8: 86","","1980"
kew-2620790,A,Actinidiaceae,,Actinidia,,"strigosa",,"","Hook.f. & Thomson",Accepted,,M,WCSP (in review),744658,828408-1,"J. Proc. Linn. Soc., Bot.","5: 55","","1861"
kew-2620791,A,Actinidiaceae,,Actinidia,,"styracifolia",,"","C.F.Liang",Accepted,,M,WCSP (in review),744659,903447-1,"in Fl. Reipubl. Popul. Sin.","49(2): 321","","1984"
kew-2620792,A,Actinidiaceae,,Actinidia,,"suberifolia",,"","C.Y.Wu",Accepted,,M,WCSP (in review),744660,56906-1,"in Fl. Yunnanica","1: 73","","1977"
tro-500184,A,Actinidiaceae,,Actinidia,,"sugawarana",,"","Koidz.",Accepted,,M,TRO,500184,,"","","",""
kew-2620795,A,Actinidiaceae,,Actinidia,,"tetramera",,"","Maxim.",Accepted,,M,WCSP (in review),744663,828410-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","11: 35","","1890"
kew-2620799,A,Actinidiaceae,,Actinidia,,"trichogyna",,"","Franch.",Accepted,,M,WCSP (in review),744667,828411-1,"J. Bot. (Morot)","8: 278","","1894"
kew-2620800,A,Actinidiaceae,,Actinidia,,"truncatifolia",,"","C.Y.Chang & P.S.Liu",Accepted,,M,WCSP (in review),744668,903448-1,"Bull. Bot. Res., Harbin","4(2): 147","","1984"
kew-2620801,A,Actinidiaceae,,Actinidia,,"ulmifolia",,"","C.F.Liang",Accepted,,M,WCSP (in review),744669,903449-1,"in Fl. Reipubl. Popul. Sin.","49(2): 314","","1984"
kew-2620802,A,Actinidiaceae,,Actinidia,,"umbelloides",,"","C.F.Liang",Accepted,,M,WCSP (in review),744670,903450-1,"in Fl. Reipubl. Popul. Sin.","49(2): 313","","1984"
kew-2620804,A,Actinidiaceae,,Actinidia,,"valvata",,"","Dunn",Accepted,,M,WCSP (in review),744672,316485-1,"J. Linn. Soc., Bot.","39: 404","","1911"
kew-2620807,A,Actinidiaceae,,Actinidia,,"venosa",,"","Rehder",Accepted,,M,WCSP (in review),744675,316486-1,"Pl. Wilson.","2: 385","","1915"
kew-2620809,A,Actinidiaceae,,Actinidia,,"viridiflava",,"","P.S.Hsu",Accepted,,M,WCSP (in review),744677,56909-1,"Acta Phytotax. Sin.","11: 198","","1966"
kew-2620810,A,Actinidiaceae,,Actinidia,,"vitifolia",,"","C.Y.Wu",Accepted,,M,WCSP (in review),744678,56910-1,"in Fl. Yunnanica","1: 59","","1977"
kew-2620813,A,Actinidiaceae,,Actinidia,,"zhejiangensis",,"","C.F.Liang",Accepted,,M,WCSP (in review),744681,899088-1,"Guihaia","2: 2","","1982"
kew-2727067,A,Actinidiaceae,,Clematoclethra,,"scandens",,"","(Franch.) Maxim.",Accepted,,M,WCSP (in review),849115,828621-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","11: 38","","1890"
kew-2727068,A,Actinidiaceae,,Clematoclethra,,"scandens",subsp.,"actinidioides","(Maxim.) Y.C.Tang & Q.Y.Xiang",Accepted,,L,WCSP (in review),849116,955273-1,"Acta Phytotax. Sin.","27: 91","","1989"
kew-2727069,A,Actinidiaceae,,Clematoclethra,,"scandens",subsp.,"hemsleyi","(Baill.) Y.C.Tang & Q.Y.Xiang",Accepted,,L,WCSP (in review),849117,955271-1,"Acta Phytotax. Sin.","27: 90","","1989"
kew-2727070,A,Actinidiaceae,,Clematoclethra,,"scandens",subsp.,"tomentella","(Franch.) Y.C.Tang & Q.Y.Xiang",Accepted,,L,WCSP (in review),849118,955272-1,"Acta Phytotax. Sin.","27: 90","","1989"
tro-500196,A,Actinidiaceae,,Saurauia,,"adenodonta",,"","Sleumer",Accepted,,M,TRO,500196,228000-2,"Notizbl. Bot. Gart. Berlin-Dahlem","15: 372","372","1941"
tro-500006,A,Actinidiaceae,,Saurauia,,"aequatoriensis",,"","Sprague",Accepted,,M,TRO,500006,228001-2,"Trans. Bot. Soc. Edinburgh","22: 426","426","1904"
tro-500206,A,Actinidiaceae,,Saurauia,,"aguaricana",,"","Soejarto",Accepted,,M,TRO,500206,228004-2,"Fl. Ecuador","17: 13","13","1982"
tro-500007,A,Actinidiaceae,,Saurauia,,"angustifolia",,"","Turcz.",Accepted,,M,TRO,500007,829290-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 242","242","1858"
tro-500009,A,Actinidiaceae,,Saurauia,,"aromatica",,"","R.E. Schult.",Accepted,,M,TRO,500009,228008-2,"Caldasia","2: 28","28","1943"
tro-500010,A,Actinidiaceae,,Saurauia,,"aspera",,"","Turcz.",Accepted,,M,TRO,500010,829293-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 242-243","242","1858"
tro-500012,A,Actinidiaceae,,Saurauia,,"biserrata",,"","(Ruiz & Pav.) Spreng.",Accepted,,M,TRO,500012,829297-1,"Syst. Veg.","4(Cur. Post. 2): 211","211","1827"
kew-2595277,A,Actinidiaceae,,Saurauia,,"brachybotrys",,"","Turcz.",Accepted,,M,WCSP (in review),720025,829301-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 245","","1858"
tro-500014,A,Actinidiaceae,,Saurauia,,"briquetii",,"","Buscal.",Accepted,,M,TRO,500014,56927-1,"Malpighia","30: 140, t. 12, f. 26","140","1927"
tro-500188,A,Actinidiaceae,,Saurauia,,"bullosa",,"","Wawra",Accepted,,M,TRO,500188,228016-2,"Fl. Bras.","12(1): 286, t. 56, f. 1","286","1886"
tro-500436,A,Actinidiaceae,,Saurauia,,"cerea",,"","Griff. ex Dyer",Accepted,,M,TRO,500436,829310-1,"Fl. Brit. India","1(2): 288","288","1874"
tro-500191,A,Actinidiaceae,,Saurauia,,"chiliantha",,"","R.E. Schult.",Accepted,,M,TRO,500191,228022-2,"Caldasia","2: 32","32","1943"
tro-50061530,A,Actinidiaceae,,Saurauia,,"comitis-rosea",,"","Schult.",Accepted,,M,TRO,50061530,,"Bot. Mus. Leafl.","16: 112, f. 19","112","1953"
tro-500244,A,Actinidiaceae,,Saurauia,,"conzattii",,"","Buscal.",Accepted,,M,TRO,500244,228026-2,"Malpighia","25(1): 8","8","1912"
tro-500198,A,Actinidiaceae,,Saurauia,,"crassisepala",,"","Soejarto",Accepted,,M,TRO,500198,228032-2,"Fl. Ecuador","17: 8","8","1982"
tro-500423,A,Actinidiaceae,,Saurauia,,"erythrocarpa",,"","C.F. Liang & Y.S. Wang",Accepted,,M,TRO,500423,905183-1,"Fl. Reipubl. Popularis Sin.","49(2): 292, 330-331 (addenda), pl. 84, f. 2-3","292","1984"
kew-2595299,A,Actinidiaceae,,Saurauia,,"excelsa",,"","Willd.",Accepted,,M,WCSP (in review),720047,829326-1,"Neue Schriften Ges. Naturf. Freunde Berlin","3: 407","","1801"
kew-2595286,A,Actinidiaceae,,Saurauia,,"floccifera",,"","Triana & Planch.",Accepted,,M,WCSP (in review),720034,829330-1,"Ann. Sci. Nat., Bot.","IV, 18: 267","","1862"
tro-500136,A,Actinidiaceae,,Saurauia,,"formosa",,"","Sleumer",Accepted,,M,TRO,500136,228041-2,"Notizbl. Bot. Gart. Berlin-Dahlem","12: 144","144","1934"
tro-500187,A,Actinidiaceae,,Saurauia,,"glabra",,"","(Ruiz & Pav.) Soejarto",Accepted,,M,TRO,500187,228043-2,"Fieldiana, Bot., n.s.","2: 32-33","32","1980"
tro-500415,A,Actinidiaceae,,Saurauia,,"griffithii",,"","Dyer",Accepted,,M,TRO,500415,829336-1,"Fl. Brit. India","1(2): 286-287","286","1874"
tro-500208,A,Actinidiaceae,,Saurauia,,"harlingii",,"","Soejarto",Accepted,,M,TRO,500208,228044-2,"Fl. Ecuador","17: 17-19, f. 6","17","1982"
tro-500197,A,Actinidiaceae,,Saurauia,,"herthae",,"","Sleumer",Accepted,,M,TRO,500197,228046-2,"Feddes Repert. Spec. Nov. Regni Veg.","45: 9","9","1938"
tro-50125085,A,Actinidiaceae,,Saurauia,,"homotricha",,"","A. Pool",Accepted,,M,TRO,50125085,316450-2,"Novon","8(3): 280-282, f. 1","280","1998"
tro-500138,A,Actinidiaceae,,Saurauia,,"isoxanthotricha",,"","Buscal.",Accepted,,M,TRO,500138,228051-2,"Malpighia","25: 410, pl. 5, f. 6","410","1913"
kew-2595234,A,Actinidiaceae,,Saurauia,,"kegeliana",,"","Schltdl.",Accepted,,M,WCSP (in review),719983,228053-2,"Bot. Zeitung (Berlin)","11: 694","","1853"
tro-500031,A,Actinidiaceae,,Saurauia,,"laevigata",,"","Triana & Planch.",Accepted,,M,TRO,500031,829348-1,"Ann. Sci. Nat., Bot., sér. 4","18: 267-268","267","1862"
tro-500210,A,Actinidiaceae,,Saurauia,,"laxiflora",,"","Soejarto",Accepted,,M,TRO,500210,228055-2,"Fl. Ecuador","17: 21","21","1982"
tro-500033,A,Actinidiaceae,,Saurauia,,"lehmannii",,"","Hieron.",Accepted,,M,TRO,500033,228056-2,"Bot. Jahrb. Syst.","20(Beibl. 49): 47","47","1895"
kew-2595235,A,Actinidiaceae,,Saurauia,,"leucocarpa",,"","Schltdl.",Accepted,,M,WCSP (in review),719984,829355-1,"Linnaea","10: 249","","1836"
tro-500036,A,Actinidiaceae,,Saurauia,,"loeseneriana",,"","Buscal.",Accepted,,M,TRO,500036,228061-2,"Malpighia","25(1): 8","8","1912"
tro-500438,A,Actinidiaceae,,Saurauia,,"macrotricha",,"","Kurz ex Dyer",Accepted,,M,TRO,500438,,"Fl. Brit. India","1(2): 287-288","287","1874"
tro-500161,A,Actinidiaceae,,Saurauia,,"madrensis",,"","B.T. Keller & Breedlove",Accepted,,M,TRO,500161,228062-2,"Syst. Bot.","6(1): 65, f. 1-2","65","1981"
tro-500205,A,Actinidiaceae,,Saurauia,,"magnifica",,"","Soejarto",Accepted,,M,TRO,500205,228063-2,"Fl. Ecuador","17: 11","11","1982"
tro-50141661,A,Actinidiaceae,,Saurauia,,"melastomacea",,"","(Turcz.) G.E. Hunter",Accepted,,M,TRO,50141661,,"","","",""
kew-2477196,A,Actinidiaceae,,Saurauia,,"meridensis",,"","Steyerm.",Accepted,,M,WCSP (in review),605051,228066-2,"Fieldiana, Bot.","28: 368","","1952"
tro-500038,A,Actinidiaceae,,Saurauia,,"mexiae",,"","Killip ex Soejarto",Accepted,,M,TRO,500038,228067-2,"Bot. Mus. Leafl.","22: 268","268","1969"
tro-50149035,A,Actinidiaceae,,Saurauia,,"micayensis",,"","Killip",Accepted,,M,TRO,50149035,228068-2,"J. Wash. Acad. Sci.","16: 570","570","1926"
tro-500418,A,Actinidiaceae,,Saurauia,,"miniata",,"","C.F. Liang & Y.S. Wang",Accepted,,M,TRO,500418,905184-1,"Fl. Reipubl. Popularis Sin.","49(2): 289, 329-330 (addenda), pl. 82, f. 2-4","289","1984"
tro-500039,A,Actinidiaceae,,Saurauia,,"molinae",,"","Soejarto",Accepted,,M,TRO,500039,284622-2,"Ann. Missouri Bot. Gard.","72(4): 878-880, f. 1","878","1985"
tro-500231,A,Actinidiaceae,,Saurauia,,"montana",,"","Seem.",Accepted,,M,TRO,500231,829369-1,"Bot. Voy. Herald","87, t. 16","87","1852"
tro-500419,A,Actinidiaceae,,Saurauia,,"napaulensis",,"","DC.",Accepted,,M,TRO,500419,829373-1,"Mém. Soc. Phys. Genève","1: 421","421","1822"
tro-500139,A,Actinidiaceae,,Saurauia,,"natalicia",,"","Sleumer",Accepted,,M,TRO,500139,228073-2,"Notizbl. Bot. Gart. Berlin-Dahlem","12: 144","144","1934"
kew-2594493,A,Actinidiaceae,,Saurauia,,"oreophila",,"","Hemsl.",Accepted,,M,WCSP (in review),719241,829382-1,"Diagn. Pl. Nov. Mexic.","3","","1878"
kew-2477223,A,Actinidiaceae,,Saurauia,,"oroquensis",,"","Soejarto",Accepted,,M,WCSP (in review),605078,284623-2,"Brittonia","41: 28","","1989"
tro-500040,A,Actinidiaceae,,Saurauia,,"parviflora",,"","Triana & Planch.",Accepted,,M,TRO,500040,829385-1,"Ann. Sci. Nat., Bot., sér. 4","18: 268","268","1862"
tro-500200,A,Actinidiaceae,,Saurauia,,"peduncularis",,"","Triana & Planch.",Accepted,,M,TRO,500200,829388-1,"Ann. Sci. Nat., Bot., sér. 4","18: 267","267","1862"
tro-500192,A,Actinidiaceae,,Saurauia,,"pedunculata",,"","Hook.",Accepted,,M,TRO,500192,30120623-2,"Hooker's Icon. Pl.","4: t. 341-342","t. 341-342","1841"
tro-500043,A,Actinidiaceae,,Saurauia,,"peruviana",,"","Buscal.",Accepted,,M,TRO,500043,317293-1,"Malpighia","27: 319-322, t. 8, f. 15","319","1916"
tro-500176,A,Actinidiaceae,,Saurauia,,"pittieri",,"","Donn. Sm.",Accepted,,M,TRO,500176,228093-2,"Bot. Gaz.","23(4): 237","237","1897"
